piece_id,barre_ratio,avg_chord_stretch,max_chord_stretch,avg_position_shift,fret_change_rate,avg_fret,p90_fret,high_position_ratio,open_string_ratio,p90_chord_stretch,shift_rate,max_position_shift,std_position_shift,fret_entropy,max_avg_chord_stretch_window,p95_position_shift_window,avg_stretch_velocity_beats,p90_stretch_velocity_beats,avg_position_shift_speed_beats,max_position_shift_speed_beats,arpeggio_density,avg_string_jump,max_string_jump,string_entropy,chord_ratio,polyphonic_arpeggio_intensity_beats,avg_polyphony,total_notes,tempo_bpm,log_total_notes,repetition_ratio,max_note_density_window,true_label,predicted_label
Suite en La Mayor: Granduque II||Gaspar Sanz,0.53325415,-0.78787994,0.1876391,0.6759496,0.5148244,-0.44775134,-0.7935758,0.026300918,0.34793058,-0.43473873,0.3969296,0.26727733,0.58858234,-0.8135312,-0.3390762,0.87109244,-0.4891917,-0.6361623,0.86274457,0.20979893,-0.43385288,0.12157886,-0.74762833,-0.39778125,0.6516655,0.48183203,0.3401256,-0.8057769,-0.5937201,-0.6074516,0.37684128,0.3283956,2,2
"Suite for Solo Violoncello, BWV 1009: Gigue||J.S. Bach",0.5256573,-0.79361176,0.1876391,0.68772286,0.2946763,-0.28204083,-0.77286357,0.047531795,0.7338306,-0.43473873,0.7732359,0.53270984,0.23650979,-0.42179453,-0.14309329,0.7822498,-0.5412769,-0.6361623,0.68787706,0.517026,-0.4443418,-0.23926799,-0.30751386,-0.02492439,0.5312646,0.6299191,0.32898748,-0.47122023,-0.7944657,-0.022320407,0.4997021,0.34558558,3,4
Suite in D Minor: v. Gavotte||Robert de Visee,0.53325415,-0.7913621,0.1876391,0.6200516,0.21201515,-0.45788643,-0.8000996,0.025767619,0.44833532,-0.43473873,0.58034426,-0.046029743,0.55222404,-0.791589,-0.3738158,0.87109244,-0.48464143,-0.53879166,0.9073882,0.10204736,-0.49654958,-0.00510265,-0.48872474,-0.026064273,-0.39749518,0.69252974,0.10948948,-0.8911853,-0.88022876,-0.8938449,0.42606467,0.3302156,1,1
"Suite IV, BWV 1006a: i. Prelude||J.S. Bach",0.53325415,-0.7965436,0.3112345,0.732077,0.5432978,-0.13145831,-0.75806755,0.069080934,0.8241655,-0.43473873,0.86419487,0.72300494,0.21273868,-0.1603412,-0.2326185,0.76147974,-0.6195659,-0.7818835,0.448555,0.62800074,-0.4931704,-0.7889554,-0.30751386,0.6716845,0.84120935,0.7210634,0.42322865,0.8037123,-0.7398195,0.6678914,0.3749658,0.346933,7,6
Suite Populaire Bresilienne: 4.  Gavotta - Choro||Heitor Villa-Lobos,0.51093566,-0.7945332,0.25045702,0.68596697,0.15144521,-0.28940433,-0.77286357,0.05290926,0.49025035,-0.43473873,0.90597063,0.4232975,0.44128722,-0.36041018,-0.29432458,0.80859536,-0.51107645,-0.6361623,0.8536236,0.43148085,-0.44004378,0.32340395,-0.74762833,0.5356557,-0.48197618,0.9281972,-0.10076311,0.8603318,-0.50055593,0.7006713,0.40392596,0.34333664,4,6
"Suite, BWV 995: i. Prelude||J.S. Bach",0.5313163,-0.7930816,0.25045702,0.68444955,0.4782524,-0.28188336,-0.77286357,0.05522278,0.7205694,-0.43473873,0.64622784,0.53270984,0.4340003,-0.21514122,-0.14309329,0.80831265,-0.5464051,-0.7818835,0.6584006,0.517026,-0.4576296,-0.26698002,-0.30751386,0.23356569,0.6987678,0.7882202,0.3511657,0.85394925,-0.39414945,0.6966903,0.3909732,0.35007152,6,6
"Suite, BWV 996: i. Praeludio||J.S. Bach",0.5019927,-0.7970604,0.25045702,0.6265324,0.11866282,-0.36084473,-0.7868644,0.0370316,0.6888054,-0.43473873,0.5186793,0.36322257,0.46789894,-0.5141629,-0.17702505,0.8294238,-0.6119879,-0.7818835,0.75730085,0.8093212,-0.44071954,0.15702362,-0.63572717,0.77110904,-0.11195349,0.98250175,0.07661178,0.09815146,-0.6732896,0.3601475,0.49170655,0.37664634,6,5
Tarantella||Agustin Barrios Mandore,0.49982122,-0.795009,0.1876391,0.65731835,0.2848691,-0.22613825,-0.76556677,0.05895049,0.75716746,-0.43473873,0.54259455,0.83315057,0.3660298,-0.098882645,-0.14309329,0.661169,-0.5143941,-0.6361623,0.87319404,0.38544255,-0.47132102,-0.42301062,-0.30751386,0.81517863,0.41932014,0.68820715,0.23629437,0.62884873,-0.7398195,0.58560574,0.4198201,0.34288636,3,6
The Round Battle Galliard||John Dowland,0.50978684,-0.79507697,0.1876391,0.6104985,0.11937225,-0.4879352,-0.7935758,0.028024627,0.005647063,-0.5587727,-0.37671888,0.26727733,0.53833085,-0.817744,-0.32668906,0.86930954,-0.5316422,-0.71675986,0.8865257,0.43148085,-0.43591315,-0.05520819,-0.48872474,0.62856275,-0.07808122,0.90063244,-0.04125282,-0.8578145,-0.76302606,-0.77615565,0.44552764,0.34783053,1,1
The Squirrel's Toy||Francis Cutting,0.53325415,-0.7850072,0.1876391,0.6728153,0.26395032,-0.45524246,-0.7935758,0.03248205,0.023454893,-0.37960345,0.8619461,0.11344312,0.55048853,-0.77018595,-0.27604237,0.8230538,-0.52535045,-0.6361623,0.7933917,0.517026,-0.42762923,0.33883613,-0.82875335,-0.14033252,-0.39749518,0.7555443,0.08761858,-0.9154187,-0.92415893,-0.969227,0.3705544,0.3401815,0,1
Tombeau de M. Mouton (Allemande)||Robert de Visee,0.53325415,-0.7956418,0.1876391,0.6911921,0.25829613,-0.32503316,-0.77286357,0.049606815,0.62688816,-0.43473873,0.6889011,0.9539453,0.0982859,-0.45652547,-0.3183679,0.5247749,-0.51619947,-0.6361623,0.84625924,0.517026,-0.46825218,-0.23966712,-0.30751386,0.7671015,0.39419773,0.74445504,0.15642469,-0.7802953,-0.4595257,-0.5355524,0.4165126,0.34153464,4,4
"Traumerei from Kinderscenen, Op. 15||Robert Schumann",0.51995724,-0.80862105,0.25045702,0.712881,0.18175186,0.2638971,-0.7259766,0.1340217,0.8594639,-0.5587727,0.9408422,0.6374799,0.1252919,0.16726176,-0.2472062,0.76606995,-0.56022453,-0.71675986,0.5305271,0.9646938,-0.42420968,0.16707015,-0.63572717,0.6166614,0.12838753,0.8679828,0.070756644,-0.7829698,-0.39414945,-0.5427723,0.4451738,0.3401815,4,5
Tres pequenas Piezas para Guitarra: III. Pequena sevillana||Joaquin Rodrigo,0.16109607,-0.7905339,0.25045702,0.605412,-0.008118272,-0.43701753,-0.7935758,0.032976378,0.5565706,-0.43473873,-0.17546938,0.53270984,0.49269885,-0.7286095,-0.004771256,0.85573715,-0.5697733,-0.7818835,0.8187269,0.43148085,-0.42002425,0.3542539,-0.30751386,0.65992516,-0.04423281,0.99677724,-0.14267708,0.9469725,-0.7147082,0.7696308,0.534372,0.4056043,4,5
Vals Tropical||Agustin Barrios Mandore,0.5268574,-0.7966799,0.25045702,0.5823546,0.04351224,-0.10706524,-0.76556677,0.081867516,0.85490125,-0.5587727,-0.15597689,0.72300494,0.38249478,-0.107522905,-0.004771256,0.7705833,-0.5174893,-0.6361623,0.9038169,0.3616622,-0.4480987,-0.1549539,-0.30751386,-0.08285131,-0.1374869,0.44715667,0.22518651,-0.04243197,-0.94139224,0.2898459,0.5955125,0.32976085,3,4
Villano||Gaspar Sanz,0.53325415,-0.7755429,-0.008145033,0.6896094,0.48717293,-0.40733773,-0.7868644,0.025767619,0.49839497,-0.13426557,0.41250452,-0.046029743,0.55447817,-0.8184939,-0.50947064,0.87109244,-0.4425149,-0.42452785,0.8876156,0.08835314,-0.3858063,0.28799468,-0.82875335,-0.980501,0.39048788,0.40675113,0.31714407,-0.92970777,-0.8386986,-0.99659634,0.3705544,0.32109132,0,1
"Waltz, Op. 241 no. 4||Ferdinando Carulli",0.53325415,-0.78074956,0.12324779,0.91217226,0.3982533,-0.31180808,-0.7424477,0.04492659,-0.65930665,-0.29168147,0.93656117,0.9539453,-0.9692138,-0.8286054,-0.46219468,0.42698848,-0.4652435,-0.53879166,-0.098855115,0.84420055,-0.49905348,-0.5994333,-0.48872474,-0.8833629,0.7040402,0.55929166,0.36471072,-0.8640405,-0.8386986,-0.7980074,0.40027338,0.33067024,0,0
"Waltz, Op. 51 no. 8||Napoleon Coste",0.53325415,-0.7931209,0.25045702,0.7845875,0.3114464,-0.32438877,-0.7868644,0.038081273,0.31612042,-0.43473873,0.7949131,0.9539453,-0.7101401,-0.597061,-0.27604237,0.50361615,-0.5455093,-0.71675986,0.33855003,0.84420055,-0.46829137,-0.24759398,-0.30751386,-0.3636254,0.4199873,0.89695174,0.2617493,-0.78823304,-0.9115804,-0.55720025,0.42231417,0.35051924,3,2
Wilson's Wilde||Anonymous,0.50424004,-0.7797841,0.1876391,0.6078633,0.19037004,-0.4939314,-0.7935758,0.02684051,-0.09311298,-0.29168147,-0.38937527,0.060527515,0.55397797,-0.8629745,-0.41854128,0.8635112,-0.45205688,-0.48371822,0.90599376,0.2619861,-0.45250028,-0.3175861,-0.30751386,0.6378208,-0.056153707,0.59631246,0.09799032,-0.8872287,-0.8386986,-0.8801009,0.42887062,0.32976085,0,1
Zambra Granadina||Isaac Albeniz,0.5206238,-0.8054342,0.25045702,0.6300611,0.06860786,-0.19610472,-0.76556677,0.061305728,0.67914295,-0.43473873,0.3561064,0.6680698,0.30192432,-0.07635793,-0.18376389,0.73790544,-0.6734584,-0.87374526,0.6985514,0.8093212,-0.4160065,0.26156348,-0.30751386,0.76079357,0.07288526,0.968563,0.03320087,0.6521539,-0.5202748,0.59569544,0.5279715,0.37664634,7,6
Adelita (Mazurka)||Francisco Tarrega,0.53325415,-0.7905547,0.12324779,0.7553767,0.28191116,0.09305082,-0.75036234,0.12521979,0.7820963,-0.43473873,0.9930934,0.45203677,0.17587876,-0.06938917,-0.3390762,0.79788417,-0.49539402,-0.60874546,0.77902144,0.2619861,-0.43591315,-0.043749996,-0.74762833,0.5598059,0.1645376,0.7439961,0.17101777,-0.8956925,-0.5937201,-0.90921855,0.42667845,0.3379231,2,4
"Allegretto moderato, Op. 6 no. 11||Fernando Sor",0.53325415,-0.7862702,0.1876391,0.5293375,0.10548417,-0.4826269,-0.7935758,0.026613327,0.4357273,-0.43473873,-0.7970002,0.26727733,0.5561266,-0.7958426,-0.14309329,0.8574752,-0.64900106,-0.9284716,0.13956533,0.9165932,-0.45578682,-0.46747622,-0.48872474,0.13310122,0.848595,0.8916828,0.42971814,0.1421824,-0.6732896,0.38055888,0.61409134,0.3616598,2,3
Allegro||W. A. Mozart,0.53325415,-0.78959763,0.12324779,0.66344655,0.24343935,-0.44451845,-0.7935758,0.025767619,0.43274012,-0.43473873,0.7808872,-0.046029743,0.5119397,-0.81385124,-0.41470364,0.87109244,-0.4891917,-0.6361623,0.8471241,0.23606272,-0.4806501,-0.10493559,-0.74762833,-0.5305224,-0.38802832,0.7296993,0.17841396,-0.8894033,-0.8386986,-0.8876787,0.43609703,0.33248717,1,0
"Cadenzas, Caprices, Rondos & Preludes, Op. 100: 1. Cadenze||Mauro Giuliani",0.53325415,-0.7965436,0.057801683,0.6338618,0.6018832,-0.52323043,-0.8000996,0.025767619,0.23369473,-0.29168147,-0.060492713,-0.15154974,0.61672425,-0.8615788,-0.39920574,0.88241106,-0.4425149,-0.42452785,0.77391344,0.18322892,-0.5120241,-0.7661211,-0.63572717,0.24084415,0.8834909,0.6230453,0.44429693,-0.90099776,-0.7398195,-0.9267624,0.37501532,0.3361136,0,1
"Cadenzas, Caprices, Rondos & Preludes, Op. 100: 13. Capricie||Mauro Giuliani",0.53325415,-0.7923468,0.12324779,0.8945124,0.45564187,-0.22100094,-0.7424477,0.056205694,-0.21917765,-0.43473873,0.84823114,0.9539453,-0.95598865,-0.54969764,-0.27604237,0.42698848,-0.5153303,-0.6361623,0.5682309,0.5563634,-0.48203266,-0.7416301,-0.30751386,-0.0048452984,0.83022094,0.39575455,0.40462056,-0.701794,-0.94139224,-0.35321543,0.4089907,0.33067024,3,1
"Cadenzas, Caprices, Rondos & Preludes, Op. 100: 15. Rondo||Mauro Giuliani",0.53325415,-0.78451425,0.12324779,0.71604013,0.31556246,-0.44664142,-0.8000996,0.033581566,-0.10786098,-0.29168147,-0.16210082,0.9539453,-0.5964721,-0.7884315,-0.27604237,0.46617624,-0.4920062,-0.6361623,0.72705734,0.84420055,-0.5038678,-0.8279122,-0.30751386,0.2828996,0.77388465,0.62084174,0.39456055,-0.605891,-0.8386986,-0.18865764,0.44736895,0.33882692,1,1
"Cadenzas, Caprices, Rondos & Preludes, Op. 100: 22. Preludi||Mauro Giuliani",0.53325415,-0.8388878,0.5269819,0.7274463,0.48561883,-0.3665268,-0.8000996,0.040923495,0.9308882,-0.9250551,0.17583758,0.93029255,-0.18392794,-0.8099716,-0.004771256,0.77938294,-0.8449033,-0.99625784,0.6233311,0.8093212,-0.5112954,-0.8420436,-0.63572717,-0.8467039,0.8544756,0.6517845,0.417072,-0.8354622,-0.7398195,-0.70024985,0.42059165,0.33927864,1,1
"Cadenzas, Caprices, Rondos & Preludes, Op. 100: 7. Cadenze||Mauro Giuliani",0.5297392,-0.7755429,-0.008145033,0.579178,0.33197382,-0.36634433,-0.7935758,0.025767619,0.9362531,-0.13426557,-0.44765213,0.060527515,0.5469693,-0.84198976,-0.50947064,0.8722685,-0.4425149,-0.42452785,0.829828,0.2875368,-0.524344,-0.8631283,-0.63572717,-0.9542667,0.88711864,0.6805619,0.4474645,-0.7748596,-0.7944657,-0.52110606,0.3705544,0.3401815,1,1
"Cadenzas, Caprices, Rondos & Preludes, Op. 100: 9. Cadenze||Mauro Giuliani",0.52814156,-0.7755429,-0.008145033,0.5761554,0.4097501,-0.28723615,-0.7799616,0.025767619,0.9552596,-0.13426557,-0.73773825,-0.15154974,0.608716,-0.6405541,-0.50947064,0.88241106,-0.4425149,-0.42452785,0.83351105,0.18322892,-0.524344,-0.7727968,-0.63572717,-0.58296967,0.88631934,0.6846872,0.44606102,-0.84505844,-0.90211385,-0.7322743,0.3705544,0.3401815,1,1
Carora (Valse Venezolano)||Antonio Lauro,0.48922753,-0.79064256,0.25045702,0.726479,0.35887715,-0.17300239,-0.75036234,0.07101465,0.66589993,-0.43473873,0.8062084,0.7701013,0.015864888,0.011575718,-0.2867323,0.73790544,-0.50738424,-0.6535956,0.8196124,0.38544255,-0.4933013,-0.702586,-0.30751386,0.69436216,0.49999598,0.6232461,0.28300163,-0.79842263,-0.94139224,-0.5859766,0.37501532,0.332941,6,4
Estudios Sencillos: V||Leo Brouwer,0.53325415,-0.8329178,0.3112345,0.67096627,0.30072406,-0.4006439,-0.7799616,0.042058095,0.30412647,-0.74503005,0.879124,0.11344312,0.30718887,-0.7515237,-0.004771256,0.8522022,-0.69740486,-0.83348596,0.8251894,0.18322892,-0.50019175,-0.8845282,-0.48872474,0.085072786,0.48104697,0.703145,0.33279482,-0.88389134,-0.6876084,-0.8683818,0.44918087,0.33701867,0,1
Estudios Sencillos: X||Leo Brouwer,0.53325415,-0.7755429,-0.008145033,0.6673622,0.49337292,-0.47996324,-0.7935758,0.027454278,0.14717036,-0.13426557,0.12037132,0.9539453,-0.19004934,-0.7731988,-0.50947064,0.42698848,-0.4425149,-0.42452785,0.7518795,0.84420055,-0.44615403,-0.31312847,-0.30751386,0.525536,0.8456639,0.6057387,0.41814563,-0.8691749,-0.6732896,-0.81617343,0.40967685,0.33701867,2,3
Estudios Sencillos: XII||Leo Brouwer,0.53325415,-0.79726046,0.1876391,0.6661038,0.33102858,-0.51000196,-0.8000996,0.025767619,-0.19404946,-0.43473873,0.6769947,0.060527515,0.4973095,-0.78873426,-0.14309329,0.8613155,-0.5090935,-0.60874546,0.87270564,0.18322892,-0.524344,-0.8095275,-0.48872474,-0.1464582,0.342208,0.59226245,0.2658775,-0.90386856,-0.5937201,-0.9359243,0.3705544,0.3311247,1,1
Estudios Sencillos: XIX||Leo Brouwer,0.41802257,-0.7948386,0.1876391,0.6168629,0.020466657,-0.40024626,-0.7868644,0.035022873,0.21755631,-0.43473873,0.18321192,0.1483845,0.62205076,-0.70988137,-0.29999462,0.8826818,-0.51729876,-0.6361623,0.88987595,0.17877324,-0.524344,0.15393686,-0.63572717,0.18261442,-0.69118875,0.996055,-0.3927123,-0.61878055,-0.7398195,-0.20799369,0.41718346,0.35051924,3,1
Folias||Gaspar Sanz,0.53325415,-0.7903436,0.12324779,0.64673036,0.43710122,-0.5064613,-0.8000996,0.025767619,0.088447995,-0.43473873,0.23450248,-0.010507257,0.59574366,-0.8521042,-0.27604237,0.8708955,-0.47550714,-0.53879166,0.89049006,0.12931496,-0.4512844,-0.19233683,-0.48872474,-0.8471885,0.54194146,0.43155152,0.30817515,-0.7921063,-0.8386986,-0.56800634,0.37471843,0.32794026,1,1
"Goldberg Variations, BWV 988: Variatio 18||J.S. Bach",0.53325415,-0.78992593,0.25045702,0.6638389,0.29065788,-0.35614565,-0.7868644,0.04214391,0.429427,-0.43473873,0.8014309,0.40859643,0.42541438,-0.5195226,-0.34990934,0.853537,-0.49718028,-0.6361623,0.8785774,0.24906902,-0.44264647,0.003500656,-0.48872474,0.79633886,-0.42807436,0.685333,0.18321928,-0.8105458,-0.6732896,-0.6216985,0.41345224,0.33248717,5,3
Lesson 15: Waltz||Dionisio Aguado,0.53325415,-0.80637676,0.1876391,0.6262834,0.29294935,-0.426983,-0.7868644,0.025767619,0.50801194,-0.5587727,-0.15651472,-0.010507257,0.56198764,-0.67709637,-0.28591245,0.87109244,-0.6286381,-0.7818835,0.7399523,0.71821284,-0.44475242,-0.15358831,-0.63572717,0.48074538,0.26832715,0.88672715,0.177681,-0.9019636,-0.6351872,-0.9298744,0.39943546,0.3401815,0,1
Twenty-one Lessons: 18||Dionisio Aguado,0.53325415,-0.7894157,0.12324779,0.5366191,-0.039617296,-0.5813884,-0.80643934,0.025767619,-0.88364834,-0.4075424,-0.6399377,-0.046029743,0.59954256,-0.92076015,-0.37552658,0.88241106,-0.5109614,-0.6361623,0.8925556,0.23606272,-0.524344,0.08055456,-0.63572717,-0.9154617,-0.82024145,0.98366123,-0.07899095,-0.82089424,-0.7398195,-0.6534887,0.5236295,0.35454148,1,0
Twenty-one Lessons: 19||Dionisio Aguado,0.53325415,-0.7755429,-0.008145033,0.9253094,0.5453506,-0.10351256,-0.640675,0.059908204,-0.15645343,-0.13426557,0.8879724,0.9539453,-0.97848177,-0.8442358,-0.50947064,0.42698848,-0.4425149,-0.42452785,-0.4716404,0.84420055,-0.5073186,-0.73488736,-0.63572717,-0.97610795,0.8888651,0.529353,0.4505561,-0.9032375,-0.8386986,-0.93393373,0.4250222,0.3333947,0,0
"Caprice, Op. 20 no. 2||Luigi Legnani",0.53325415,-0.78857976,0.1876391,0.70756125,0.20222962,-0.3955632,-0.77286357,0.05062743,-0.4949384,-0.43473873,0.5921982,0.93029255,-0.00083681924,-0.61404264,-0.27604237,0.75941473,-0.5323162,-0.6361623,0.63969,0.8093212,-0.4935361,-0.5447709,-0.48872474,0.27342638,0.12969905,0.9588475,0.13947174,-0.65550816,-0.8386986,-0.2674444,0.42836347,0.35632497,3,2
Estudio 10||Fernando Sor,0.52980214,-0.8032156,0.1876391,0.6375173,0.003290105,-0.15672533,-0.75806755,0.08166238,0.5443745,-0.5587727,0.5219843,0.6680698,0.045931987,-0.30742764,-0.27604237,0.8230538,-0.52535045,-0.6361623,0.7933917,0.517026,-0.4048462,-0.10701824,-0.30751386,-0.23601642,0.5689043,0.7555443,0.24692838,-0.6102237,-0.54884005,-0.19507527,0.6218311,0.3401815,2,4
Estudio 19||Fernando Sor,0.53325415,-0.7755429,-0.008145033,0.635458,0.48156145,-0.29238895,-0.7799616,0.0391737,0.9423149,-0.13426557,0.012647491,0.53270984,0.4943294,-0.49809873,-0.27604237,0.8230538,-0.52535045,-0.6361623,0.7933917,0.517026,-0.5222678,-0.9683579,-0.30751386,0.33130762,0.8888651,0.7555443,0.4505561,-0.4910301,-0.27601093,-0.043432523,0.3722218,0.3401815,2,5
Fortune||John Dowland,0.53325415,-0.78172916,0.12324779,0.63492227,0.30733085,-0.54316914,-0.8000996,0.025767619,-0.35783494,-0.33637524,-0.21886805,-0.09906824,0.63288885,-0.87321097,-0.37552658,0.8802245,-0.45780036,-0.53879166,0.89264345,0.18322892,-0.4670452,-0.18357548,-0.63572717,0.75372607,0.22546175,0.5653636,0.16580954,-0.90292054,-0.8386986,-0.9329286,0.37813964,0.32794026,3,0
Gavotte No. 1 (from Lute Suite No. 3); BWV 995||J.S. Bach,0.53325415,-0.78573585,0.12324779,0.6614657,0.50992024,-0.48543784,-0.8000996,0.02866394,0.23952082,-0.29168147,0.318261,0.16572283,0.598689,-0.73755413,-0.39920574,0.8638222,-0.48379016,-0.53879166,0.8676817,0.18322892,-0.463706,-0.10925634,-0.63572717,-0.030324442,0.5249168,0.52580684,0.34093556,-0.5534543,-0.97943646,-0.116920255,0.3705544,0.32930592,5,2
"Grand Ouverture, Op. 61||Mauro Giuliani",0.52909476,-0.7973728,0.1876391,0.7201366,0.38028127,-0.27215725,-0.75806755,0.05466979,0.61312956,-0.5587727,0.84441173,0.827632,0.12723985,-0.19894964,-0.14309329,0.64953,-0.5470138,-0.71675986,0.5222129,0.8093212,-0.49448594,-0.89223063,-0.30751386,0.6823045,0.72739595,0.67178494,0.34472474,0.9999514,-0.4595257,0.9340342,0.4340673,0.35320222,6,6
"Los Panaderos, Bolero||Julian Arcas",0.5131627,-0.79470885,0.12324779,0.7137373,0.37762412,-0.31616092,-0.76556677,0.0568454,0.3287726,-0.43473873,0.6870697,0.72300494,0.040057715,-0.35668194,-0.27604237,0.73790544,-0.5253971,-0.6361623,0.7186703,0.62800074,-0.48115528,-0.69860435,-0.30751386,0.61959845,0.64764,0.7197892,0.31293917,-0.6455961,-0.7944657,-0.25072104,0.41518933,0.33882692,4,4
Luisito (Minueto)||Agustin Barrios Mandore,0.52460223,-0.8039113,0.1876391,0.70291144,0.4026738,-0.08441572,-0.76556677,0.061982613,0.9556037,-0.5587727,0.8808193,0.49343377,0.452823,-0.21868339,-0.27604237,0.8315509,-0.59572333,-0.7818835,0.6957011,0.38544255,-0.44230565,-0.010832959,-0.48872474,0.56838894,0.36582556,0.84302396,0.24898963,-0.86272794,-0.5937201,-0.79338235,0.3705544,0.34288636,2,4
The Prince's Toys: The Mechanical Monkey||Nikita Koshkin,0.45742515,-0.79829,0.25045702,0.7651203,0.27790207,-0.089666866,-0.75036234,0.076039016,0.8047372,-0.43473873,0.8888358,0.914426,-0.20951925,0.15937184,-0.27604237,0.8230538,-0.52535045,-0.6361623,0.7933917,0.517026,-0.44950813,-0.13860027,-0.30751386,0.8340655,0.43352008,0.7555443,0.23299517,-0.19957328,-0.8386986,0.19801086,0.45628747,0.3401815,6,6
The Prince's Toys: The Mischievous Prince||Nikita Koshkin,0.5265056,-0.7980417,0.1876391,0.70224,0.21140382,-0.041449446,-0.75806755,0.0852815,0.88683474,-0.43473873,0.8660869,0.31605783,0.36107478,0.05512972,-0.27604237,0.8230538,-0.52535045,-0.6361623,0.7933917,0.517026,-0.43351883,0.15173261,-0.48872474,0.29824167,-0.26937172,0.7555443,0.0057617533,-0.7700074,-0.5937201,-0.50846404,0.38732535,0.3401815,5,4
The Prince's Toys: The Tin Soldiers||Nikita Koshkin,0.48878568,-0.77950364,0.25045702,0.6227454,-0.12670627,0.07875642,-0.75806755,0.08359134,0.8630367,-0.29168147,0.29432482,0.72300494,0.06717344,-0.49052423,-0.27604237,0.73566705,-0.46900675,-0.53879166,0.83959395,0.9646938,-0.4307749,0.47563058,-0.74762833,0.76951855,-0.8464266,0.9715006,-0.059708063,0.8085266,-0.8740801,0.67049074,0.6559005,0.39618137,7,6
"24 Caprices, Op. 1: 24||Niccolo Paganini",0.53325415,-0.784607,0.12324779,0.59578043,0.3653626,-0.46894634,-0.7935758,0.02634692,0.32465327,-0.321633,-0.1692694,0.16572283,0.5282813,-0.6891304,-0.39920574,0.8613155,-0.5226591,-0.6703618,0.5408387,0.71821284,-0.43746808,-0.09839191,-0.30751386,0.49411651,0.8062821,0.7784548,0.41238675,-0.8214539,-0.8386986,-0.6552422,0.5103068,0.3536488,7,3
